Room,Month,Day,Hour,MorningFlag,AfternoonFlag,EveningFlag,NightFlag,Consumption_kWh,AverageConsumption_kWh
1,1,5,22,0,0,0,1,0.564,0.3145
1,1,5,23,0,0,0,1,0.476,0.3145
1,1,6,0,0,0,0,1,0.097,0.2668333333333333
1,1,6,1,0,0,0,1,0.064,0.2668333333333333
1,1,6,2,0,0,0,1,0.064,0.2668333333333333
1,1,6,3,0,0,0,1,0.112,0.2668333333333333
1,1,6,4,0,0,0,1,0.198,0.2668333333333333
1,1,6,5,0,0,0,1,0.166,0.2668333333333333
1,1,6,6,1,0,0,0,0.518,0.2668333333333333
1,1,6,7,1,0,0,0,0.653,0.2668333333333333
1,1,6,8,1,0,0,0,0.431,0.2668333333333333
1,1,6,9,1,0,0,0,0.138,0.2668333333333333
1,1,6,10,1,0,0,0,0.174,0.2668333333333333
1,1,6,11,1,0,0,0,0.047,0.2668333333333333
1,1,6,12,0,1,0,0,0.044,0.2668333333333333
1,1,6,13,0,1,0,0,0.218,0.2668333333333333
1,1,6,14,0,1,0,0,0.327,0.2668333333333333
1,1,6,15,0,1,0,0,0.304,0.2668333333333333
1,1,6,16,0,1,0,0,0.163,0.2668333333333333
1,1,6,17,0,1,0,0,0.101,0.2668333333333333
1,1,6,18,0,0,1,0,0.213,0.2668333333333333
1,1,6,19,0,0,1,0,0.31,0.2668333333333333
1,1,6,20,0,0,1,0,0.425,0.2668333333333333
1,1,6,21,0,0,1,0,0.361,0.2668333333333333
1,1,6,22,0,0,0,1,0.557,0.2668333333333333
1,1,6,23,0,0,0,1,0.719,0.2668333333333333
1,1,7,0,0,0,0,1,0.155,0.2955
1,1,7,1,0,0,0,1,0.115,0.2955
1,1,7,2,0,0,0,1,0.116,0.2955
1,1,7,3,0,0,0,1,0.222,0.2955
1,1,7,4,0,0,0,1,0.049,0.2955
1,1,7,5,0,0,0,1,0.244,0.2955
1,1,7,6,1,0,0,0,0.582,0.2955
1,1,7,7,1,0,0,0,0.431,0.2955
1,1,7,8,1,0,0,0,0.372,0.2955
1,1,7,9,1,0,0,0,0.098,0.2955
1,1,7,10,1,0,0,0,0.224,0.2955
1,1,7,11,1,0,0,0,0.154,0.2955
1,1,7,12,0,1,0,0,0.126,0.2955
1,1,7,13,0,1,0,0,0.299,0.2955
1,1,7,14,0,1,0,0,0.408,0.2955
1,1,7,15,0,1,0,0,0.333,0.2955
1,1,7,16,0,1,0,0,0.163,0.2955
1,1,7,17,0,1,0,0,0.089,0.2955
1,1,7,18,0,0,1,0,0.531,0.2955
1,1,7,19,0,0,1,0,0.367,0.2955
1,1,7,20,0,0,1,0,0.397,0.2955
1,1,7,21,0,0,1,0,0.421,0.2955
1,1,7,22,0,0,0,1,0.623,0.2955
1,1,7,23,0,0,0,1,0.573,0.2955
2,1,1,0,0,0,0,1,0.046,0.293125
2,1,1,1,0,0,0,1,0.236,0.293125
2,1,1,2,0,0,0,1,0.168,0.293125
2,1,1,3,0,0,0,1,0.119,0.293125
2,1,1,4,0,0,0,1,0.093,0.293125
2,1,1,5,0,0,0,1,0.175,0.293125
2,1,1,6,1,0,0,0,0.65,0.293125
2,1,1,7,1,0,0,0,0.645,0.293125
2,1,1,8,1,0,0,0,0.485,0.293125
2,1,1,9,1,0,0,0,0.19,0.293125
2,1,1,10,1,0,0,0,0.065,0.293125
2,1,1,11,1,0,0,0,0.113,0.293125
2,1,1,12,0,1,0,0,0.059,0.293125
2,1,1,13,0,1,0,0,0.198,0.293125
2,1,1,14,0,1,0,0,0.404,0.293125
2,1,1,15,0,1,0,0,0.314,0.293125
2,1,1,16,0,1,0,0,0.061,0.293125
2,1,1,17,0,1,0,0,0.161,0.293125
2,1,1,18,0,0,1,0,0.405,0.293125
2,1,1,19,0,0,1,0,0.431,0.293125
2,1,1,20,0,0,1,0,0.357,0.293125
2,1,1,21,0,0,1,0,0.594,0.293125
2,1,1,22,0,0,0,1,0.569,0.293125
2,1,1,23,0,0,0,1,0.497,0.293125
2,1,2,0,0,0,0,1,0.054,0.30295833333333333
2,1,2,1,0,0,0,1,0.227,0.30295833333333333
2,1,2,2,0,0,0,1,0.242,0.30295833333333333
2,1,2,3,0,0,0,1,0.062,0.30295833333333333
2,1,2,4,0,0,0,1,0.067,0.30295833333333333
2,1,2,5,0,0,0,1,0.05,0.30295833333333333
2,1,2,6,1,0,0,0,0.328,0.30295833333333333
2,1,2,7,1,0,0,0,0.652,0.30295833333333333
2,1,2,8,1,0,0,0,0.643,0.30295833333333333
2,1,2,9,1,0,0,0,0.158,0.30295833333333333
2,1,2,10,1,0,0,0,0.214,0.30295833333333333
2,1,2,11,1,0,0,0,0.171,0.30295833333333333
2,1,2,12,0,1,0,0,0.11,0.30295833333333333
2,1,2,13,0,1,0,0,0.37,0.30295833333333333
2,1,2,14,0,1,0,0,0.516,0.30295833333333333
2,1,2,15,0,1,0,0,0.384,0.30295833333333333
2,1,2,16,0,1,0,0,0.064,0.30295833333333333
2,1,2,17,0,1,0,0,0.21,0.30295833333333333
2,1,2,18,0,0,1,0,0.283,0.30295833333333333
2,1,2,19,0,0,1,0,0.424,0.30295833333333333
2,1,2,20,0,0,1,0,0.45,0.30295833333333333
2,1,2,21,0,0,1,0,0.442,0.30295833333333333
2,1,2,22,0,0,0,1,0.527,0.30295833333333333
2,1,2,23,0,0,0,1,0.623,0.30295833333333333
2,1,3,0,0,0,0,1,0.172,0.3030833333333333
2,1,3,1,0,0,0,1,0.187,0.3030833333333333
2,1,3,2,0,0,0,1,0.127,0.3030833333333333
2,1,3,3,0,0,0,1,0.148,0.3030833333333333
2,1,3,4,0,0,0,1,0.256,0.3030833333333333
2,1,3,5,0,0,0,1,0.089,0.3030833333333333
2,1,3,6,1,0,0,0,0.42,0.3030833333333333
2,1,3,7,1,0,0,0,0.636,0.3030833333333333
2,1,3,8,1,0,0,0,0.33,0.3030833333333333
2,1,3,9,1,0,0,0,0.045,0.3030833333333333
2,1,3,10,1,0,0,0,0.135,0.3030833333333333
2,1,3,11,1,0,0,0,0.131,0.3030833333333333
2,1,3,12,0,1,0,0,0.255,0.3030833333333333
2,1,3,13,0,1,0,0,0.295,0.3030833333333333
2,1,3,14,0,1,0,0,0.433,0.3030833333333333
2,1,3,15,0,1,0,0,0.291,0.3030833333333333
2,1,3,16,0,1,0,0,0.125,0.3030833333333333
2,1,3,17,0,1,0,0,0.246,0.3030833333333333
2,1,3,18,0,0,1,0,0.406,0.3030833333333333
2,1,3,19,0,0,1,0,0.555,0.3030833333333333
2,1,3,20,0,0,1,0,0.378,0.3030833333333333
2,1,3,21,0,0,1,0,0.442,0.3030833333333333
2,1,3,22,0,0,0,1,0.643,0.3030833333333333
2,1,3,23,0,0,0,1,0.529,0.3030833333333333
2,1,4,0,0,0,0,1,0.11,0.28725
2,1,4,1,0,0,0,1,0.19,0.28725
2,1,4,2,0,0,0,1,0.089,0.28725
2,1,4,3,0,0,0,1,0.133,0.28725
2,1,4,4,0,0,0,1,0.083,0.28725
2,1,4,5,0,0,0,1,0.045,0.28725
2,1,4,6,1,0,0,0,0.581,0.28725
2,1,4,7,1,0,0,0,0.493,0.28725
2,1,4,8,1,0,0,0,0.429,0.28725
2,1,4,9,1,0,0,0,0.213,0.28725
2,1,4,10,1,0,0,0,0.211,0.28725
2,1,4,11,1,0,0,0,0.067,0.28725
2,1,4,12,0,1,0,0,0.239,0.28725
2,1,4,13,0,1,0,0,0.307,0.28725
2,1,4,14,0,1,0,0,0.531,0.28725
2,1,4,15,0,1,0,0,0.417,0.28725
2,1,4,16,0,1,0,0,0.066,0.28725
2,1,4,17,0,1,0,0,0.083,0.28725
2,1,4,18,0,0,1,0,0.499,0.28725
2,1,4,19,0,0,1,0,0.39,0.28725
2,1,4,20,0,0,1,0,0.348,0.28725
2,1,4,21,0,0,1,0,0.452,0.28725
2,1,4,22,0,0,0,1,0.48,0.28725
2,1,4,23,0,0,0,1,0.438,0.28725
2,1,5,0,0,0,0,1,0.085,0.293375
2,1,5,1,0,0,0,1,0.184,0.293375
2,1,5,2,0,0,0,1,0.227,0.293375
2,1,5,3,0,0,0,1,0.097,0.293375
2,1,5,4,0,0,0,1,0.113,0.293375
2,1,5,5,0,0,0,1,0.158,0.293375
2,1,5,6,1,0,0,0,0.532,0.293375
2,1,5,7,1,0,0,0,0.453,0.293375
2,1,5,8,1,0,0,0,0.575,0.293375
2,1,5,9,1,0,0,0,0.115,0.293375
2,1,5,10,1,0,0,0,0.179,0.293375
2,1,5,11,1,0,0,0,0.054,0.293375
2,1,5,12,0,1,0,0,0.174,0.293375
2,1,5,13,0,1,0,0,0.342,0.293375
2,1,5,14,0,1,0,0,0.276,0.293375
2,1,5,15,0,1,0,0,0.334,0.293375
2,1,5,16,0,1,0,0,0.128,0.293375
2,1,5,17,0,1,0,0,0.122,0.293375
2,1,5,18,0,0,1,0,0.482,0.293375
2,1,5,19,0,0,1,0,0.37,0.293375
2,1,5,20,0,0,1,0,0.478,0.293375
2,1,5,21,0,0,1,0,0.465,0.293375
2,1,5,22,0,0,0,1,0.567,0.293375
2,1,5,23,0,0,0,1,0.531,0.293375
2,1,6,0,0,0,0,1,0.087,0.3184166666666667
2,1,6,1,0,0,0,1,0.205,0.3184166666666667
2,1,6,2,0,0,0,1,0.14,0.3184166666666667
2,1,6,3,0,0,0,1,0.249,0.3184166666666667
2,1,6,4,0,0,0,1,0.099,0.3184166666666667
2,1,6,5,0,0,0,1,0.19,0.3184166666666667
2,1,6,6,1,0,0,0,0.644,0.3184166666666667
2,1,6,7,1,0,0,0,0.678,0.3184166666666667
2,1,6,8,1,0,0,0,0.5,0.3184166666666667
2,1,6,9,1,0,0,0,0.077,0.3184166666666667
2,1,6,10,1,0,0,0,0.158,0.3184166666666667
2,1,6,11,1,0,0,0,0.092,0.3184166666666667
2,1,6,12,0,1,0,0,0.203,0.3184166666666667
2,1,6,13,0,1,0,0,0.339,0.3184166666666667
2,1,6,14,0,1,0,0,0.4,0.3184166666666667
2,1,6,15,0,1,0,0,0.167,0.3184166666666667
2,1,6,16,0,1,0,0,0.09,0.3184166666666667
2,1,6,17,0,1,0,0,0.251,0.3184166666666667
2,1,6,18,0,0,1,0,0.567,0.3184166666666667
2,1,6,19,0,0,1,0,0.435,0.3184166666666667
2,1,6,20,0,0,1,0,0.437,0.3184166666666667
2,1,6,21,0,0,1,0,0.243,0.3184166666666667
2,1,6,22,0,0,0,1,0.678,0.3184166666666667
2,1,6,23,0,0,0,1,0.713,0.3184166666666667
2,1,7,0,0,0,0,1,0.136,0.2954583333333333
2,1,7,1,0,0,0,1,0.075,0.2954583333333333
2,1,7,2,0,0,0,1,0.143,0.2954583333333333
2,1,7,3,0,0,0,1,0.189,0.2954583333333333
2,1,7,4,0,0,0,1,0.222,0.2954583333333333
2,1,7,5,0,0,0,1,0.141,0.2954583333333333
2,1,7,6,1,0,0,0,0.451,0.2954583333333333
2,1,7,7,1,0,0,0,0.677,0.2954583333333333
2,1,7,8,1,0,0,0,0.519,0.2954583333333333
2,1,7,9,1,0,0,0,0.164,0.2954583333333333
2,1,7,10,1,0,0,0,0.097,0.2954583333333333
2,1,7,11,1,0,0,0,0.248,0.2954583333333333
2,1,7,12,0,1,0,0,0.147,0.2954583333333333
2,1,7,13,0,1,0,0,0.25,0.2954583333333333
2,1,7,14,0,1,0,0,0.362,0.2954583333333333
2,1,7,15,0,1,0,0,0.458,0.2954583333333333
2,1,7,16,0,1,0,0,0.093,0.2954583333333333
2,1,7,17,0,1,0,0,0.069,0.2954583333333333
2,1,7,18,0,0,1,0,0.321,0.2954583333333333
2,1,7,19,0,0,1,0,0.581,0.2954583333333333
2,1,7,20,0,0,1,0,0.478,0.2954583333333333
2,1,7,21,0,0,1,0,0.365,0.2954583333333333
2,1,7,22,0,0,0,1,0.539,0.2954583333333333
2,1,7,23,0,0,0,1,0.366,0.2954583333333333
3,1,1,0,0,0,0,1,0.097,0.22445833333333332
3,1,1,1,0,0,0,1,0.076,0.22445833333333332
3,1,1,2,0,0,0,1,0.058,0.22445833333333332
3,1,1,3,0,0,0,1,0.149,0.22445833333333332
3,1,1,4,0,0,0,1,0.184,0.22445833333333332
3,1,1,5,0,0,0,1,0.151,0.22445833333333332
3,1,1,6,1,0,0,0,0.35,0.22445833333333332
3,1,1,7,1,0,0,0,0.306,0.22445833333333332
3,1,1,8,1,0,0,0,0.498,0.22445833333333332
3,1,1,9,1,0,0,0,0.14,0.22445833333333332
3,1,1,10,1,0,0,0,0.136,0.22445833333333332
3,1,1,11,1,0,0,0,0.076,0.22445833333333332
3,1,1,12,0,1,0,0,0.082,0.22445833333333332
3,1,1,13,0,1,0,0,0.306,0.22445833333333332
3,1,1,14,0,1,0,0,0.239,0.22445833333333332
3,1,1,15,0,1,0,0,0.191,0.22445833333333332
3,1,1,16,0,1,0,0,0.159,0.22445833333333332
3,1,1,17,0,1,0,0,0.163,0.22445833333333332
3,1,1,18,0,0,1,0,0.231,0.22445833333333332
3,1,1,19,0,0,1,0,0.348,0.22445833333333332
3,1,1,20,0,0,1,0,0.258,0.22445833333333332
3,1,1,21,0,0,1,0,0.414,0.22445833333333332
3,1,1,22,0,0,0,1,0.438,0.22445833333333332
3,1,1,23,0,0,0,1,0.337,0.22445833333333332
3,1,2,0,0,0,0,1,0.042,0.255625
3,1,2,1,0,0,0,1,0.184,0.255625
3,1,2,2,0,0,0,1,0.132,0.255625
3,1,2,3,0,0,0,1,0.115,0.255625
3,1,2,4,0,0,0,1,0.149,0.255625
3,1,2,5,0,0,0,1,0.161,0.255625
3,1,2,6,1,0,0,0,0.361,0.255625
3,1,2,7,1,0,0,0,0.456,0.255625
3,1,2,8,1,0,0,0,0.584,0.255625
3,1,2,9,1,0,0,0,0.134,0.255625
3,1,2,10,1,0,0,0,0.179,0.255625
3,1,2,11,1,0,0,0,0.062,0.255625
3,1,2,12,0,1,0,0,0.165,0.255625
3,1,2,13,0,1,0,0,0.379,0.255625
3,1,2,14,0,1,0,0,0.259,0.255625
3,1,2,15,0,1,0,0,0.34,0.255625
3,1,2,16,0,1,0,0,0.103,0.255625
3,1,2,17,0,1,0,0,0.184,0.255625
3,1,2,18,0,0,1,0,0.398,0.255625
3,1,2,19,0,0,1,0,0.4,0.255625
3,1,2,20,0,0,1,0,0.382,0.255625
3,1,2,21,0,0,1,0,0.331,0.255625
3,1,2,22,0,0,0,1,0.233,0.255625
3,1,2,23,0,0,0,1,0.402,0.255625
3,1,3,0,0,0,0,1,0.061,0.2605
3,1,3,1,0,0,0,1,0.132,0.2605
3,1,3,2,0,0,0,1,0.039,0.2605
3,1,3,3,0,0,0,1,0.079,0.2605
3,1,3,4,0,0,0,1,0.054,0.2605
3,1,3,5,0,0,0,1,0.121,0.2605
3,1,3,6,1,0,0,0,0.55,0.2605
3,1,3,7,1,0,0,0,0.297,0.2605
3,1,3,8,1,0,0,0,0.371,0.2605
3,1,3,9,1,0,0,0,0.177,0.2605
3,1,3,10,1,0,0,0,0.065,0.2605
3,1,3,11,1,0,0,0,0.071,0.2605
3,1,3,12,0,1,0,0,0.047,0.2605
3,1,3,13,0,1,0,0,0.361,0.2605
3,1,3,14,0,1,0,0,0.403,0.2605
3,1,3,15,0,1,0,0,0.233,0.2605
3,1,3,16,0,1,0,0,0.076,0.2605
3,1,3,17,0,1,0,0,0.133,0.2605
3,1,3,18,0,0,1,0,0.409,0.2605
3,1,3,19,0,0,1,0,0.446,0.2605
3,1,3,20,0,0,1,0,0.464,0.2605
3,1,3,21,0,0,1,0,0.364,0.2605
3,1,3,22,0,0,0,1,0.697,0.2605
3,1,3,23,0,0,0,1,0.602,0.2605
3,1,4,0,0,0,0,1,0.143,0.24820833333333334
3,1,4,1,0,0,0,1,0.04,0.24820833333333334
3,1,4,2,0,0,0,1,0.121,0.24820833333333334
3,1,4,3,0,0,0,1,0.051,0.24820833333333334
3,1,4,4,0,0,0,1,0.181,0.24820833333333334
3,1,4,5,0,0,0,1,0.156,0.24820833333333334
3,1,4,6,1,0,0,0,0.284,0.24820833333333334
3,1,4,7,1,0,0,0,0.426,0.24820833333333334
3,1,4,8,1,0,0,0,0.399,0.24820833333333334
3,1,4,9,1,0,0,0,0.091,0.24820833333333334
3,1,4,10,1,0,0,0,0.047,0.24820833333333334
3,1,4,11,1,0,0,0,0.155,0.24820833333333334
3,1,4,12,0,1,0,0,0.173,0.24820833333333334
3,1,4,13,0,1,0,0,0.412,0.24820833333333334
3,1,4,14,0,1,0,0,0.217,0.24820833333333334
3,1,4,15,0,1,0,0,0.316,0.24820833333333334
3,1,4,16,0,1,0,0,0.178,0.24820833333333334
3,1,4,17,0,1,0,0,0.142,0.24820833333333334
3,1,4,18,0,0,1,0,0.477,0.24820833333333334
3,1,4,19,0,0,1,0,0.347,0.24820833333333334
3,1,4,20,0,0,1,0,0.2,0.24820833333333334
3,1,4,21,0,0,1,0,0.398,0.24820833333333334
3,1,4,22,0,0,0,1,0.539,0.24820833333333334
3,1,4,23,0,0,0,1,0.464,0.24820833333333334
3,1,5,0,0,0,0,1,0.104,0.25754166666666667
3,1,5,1,0,0,0,1,0.091,0.25754166666666667
3,1,5,2,0,0,0,1,0.158,0.25754166666666667
3,1,5,3,0,0,0,1,0.101,0.25754166666666667
3,1,5,4,0,0,0,1,0.124,0.25754166666666667
3,1,5,5,0,0,0,1,0.169,0.25754166666666667
3,1,5,6,1,0,0,0,0.632,0.25754166666666667
3,1,5,7,1,0,0,0,0.283,0.25754166666666667
3,1,5,8,1,0,0,0,0.355,0.25754166666666667
3,1,5,9,1,0,0,0,0.172,0.25754166666666667
3,1,5,10,1,0,0,0,0.131,0.25754166666666667
3,1,5,11,1,0,0,0,0.044,0.25754166666666667
3,1,5,12,0,1,0,0,0.052,0.25754166666666667
3,1,5,13,0,1,0,0,0.281,0.25754166666666667
3,1,5,14,0,1,0,0,0.417,0.25754166666666667
3,1,5,15,0,1,0,0,0.317,0.25754166666666667
3,1,5,16,0,1,0,0,0.079,0.25754166666666667
3,1,5,17,0,1,0,0,0.068,0.25754166666666667
3,1,5,18,0,0,1,0,0.465,0.25754166666666667
3,1,5,19,0,0,1,0,0.454,0.25754166666666667
3,1,5,20,0,0,1,0,0.264,0.25754166666666667
3,1,5,21,0,0,1,0,0.325,0.25754166666666667
3,1,5,22,0,0,0,1,0.428,0.25754166666666667
3,1,5,23,0,0,0,1,0.667,0.25754166666666667
3,1,6,0,0,0,0,1,0.095,0.23625
3,1,6,1,0,0,0,1,0.146,0.23625
3,1,6,2,0,0,0,1,0.093,0.23625
3,1,6,3,0,0,0,1,0.136,0.23625
3,1,6,4,0,0,0,1,0.149,0.23625
3,1,6,5,0,0,0,1,0.184,0.23625
3,1,6,6,1,0,0,0,0.408,0.23625
3,1,6,7,1,0,0,0,0.318,0.23625
3,1,6,8,1,0,0,0,0.613,0.23625
3,1,6,9,1,0,0,0,0.092,0.23625
3,1,6,10,1,0,0,0,0.059,0.23625
3,1,6,11,1,0,0,0,0.075,0.23625
3,1,6,12,0,1,0,0,0.101,0.23625
3,1,6,13,0,1,0,0,0.223,0.23625
3,1,6,14,0,1,0,0,0.246,0.23625
3,1,6,15,0,1,0,0,0.373,0.23625
3,1,6,16,0,1,0,0,0.072,0.23625
3,1,6,17,0,1,0,0,0.124,0.23625
3,1,6,18,0,0,1,0,0.448,0.23625
3,1,6,19,0,0,1,0,0.337,0.23625
3,1,6,20,0,0,1,0,0.5,0.23625
3,1,6,21,0,0,1,0,0.256,0.23625
3,1,6,22,0,0,0,1,0.28,0.23625
3,1,6,23,0,0,0,1,0.342,0.23625
3,1,7,0,0,0,0,1,0.083,0.27158333333333334
3,1,7,1,0,0,0,1,0.147,0.27158333333333334
3,1,7,2,0,0,0,1,0.076,0.27158333333333334
3,1,7,3,0,0,0,1,0.149,0.27158333333333334
3,1,7,4,0,0,0,1,0.146,0.27158333333333334
3,1,7,5,0,0,0,1,0.069,0.27158333333333334
3,1,7,6,1,0,0,0,0.568,0.27158333333333334
3,1,7,7,1,0,0,0,0.356,0.27158333333333334
3,1,7,8,1,0,0,0,0.588,0.27158333333333334
3,1,7,9,1,0,0,0,0.13,0.27158333333333334
3,1,7,10,1,0,0,0,0.058,0.27158333333333334
3,1,7,11,1,0,0,0,0.137,0.27158333333333334
3,1,7,12,0,1,0,0,0.097,0.27158333333333334
3,1,7,13,0,1,0,0,0.369,0.27158333333333334
3,1,7,14,0,1,0,0,0.373,0.27158333333333334
3,1,7,15,0,1,0,0,0.366,0.27158333333333334
3,1,7,16,0,1,0,0,0.054,0.27158333333333334
3,1,7,17,0,1,0,0,0.16,0.27158333333333334
3,1,7,18,0,0,1,0,0.36,0.27158333333333334
3,1,7,19,0,0,1,0,0.321,0.27158333333333334
3,1,7,20,0,0,1,0,0.478,0.27158333333333334
3,1,7,21,0,0,1,0,0.422,0.27158333333333334
3,1,7,22,0,0,0,1,0.578,0.27158333333333334
3,1,7,23,0,0,0,1,0.433,0.27158333333333334
